country,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,error_flags,anomaly_score,is_anomaly
BRA,Tishman Spyer,BRA0031143,2.65,-23.5013,-46.8678,Oil,2013.0,,0.1001,False
USA,Oswego County Energy Recovery,USA0050907,3.6,43.3488,-76.4252,Waste,1986.0,,0.1846,False
JPN,Rokunohe B,WKS0071666,,40.6627,141.3312,Solar,,MISSING_CAPACITY,0.0758,False
DEU,Bachhagel Solar Power Plant,WRI1030333,1.8,48.6281,10.3384,Solar,,,0.1899,False
BRA,Taíba Albatroz,BRA0028858,16.5,-3.5103,-38.9164,Wind,2008.0,,0.1112,False
IND,VARAHI,IND0000497,460.0,13.6576,74.9484,Hydro,1999.0,,0.0206,False
GBR,Rainbow,GBR0001876,4.7907,52.0702,-1.861,Solar,,,0.1899,False
GBR,Trickey Warren,GBR0004860,4.63197,50.9269,-3.1381,Solar,,,0.1898,False
CHN,Laoliang B,WKS0071133,40.0,41.311,114.249,Solar,,,0.1372,False
POL,EC Wrocław,WRI1019055,263.0,51.1234,17.0241,Coal,,,0.0968,False
ITA,Oria,WKS0066749,5.9,40.474,17.646,Solar,,,0.1789,False
GRC,Mesokomo,WKS0073072,5.0,40.56,23.35,Solar,,,0.1725,False
USA,Richmond Solar Park 3,USA0062770,6.7,39.839,-84.8256,Solar,2020.0,,0.1801,False
UKR,Starokozache,WKS0061380,,46.344,30.004,Solar,,MISSING_CAPACITY,0.1703,False
USA,Soliloquoy Ridge LLC,USA0055570,1.9,44.2364,-96.2331,Wind,2001.0,,0.1738,False
GBR,Tredinnick Fields,GBR0001064,5.8,50.4067,-4.7582,Solar,,,0.1894,False
POL,EC Zakłady Chemiczne Police,WRI1019088,100.0,53.5743,14.5334,Coal,,,0.1208,False
NPL,Devighat Hydroelectric Power Plant Nepal,GEODB0040484,14.1,27.9212,85.1462,Hydro,,,0.1317,False
USA,Smithland Hydroelectric Plant,USA0057400,75.9,37.1696,-88.4195,Hydro,2017.0,,0.1548,False
USA,Hatchet Creek Project,USA0010882,6.8,40.8741,-121.9204,Hydro,1987.0,,0.1341,False
BRA,Cachoeira do Brumado,BRA0029723,2.34,-21.8528,-43.8886,Hydro,2010.0,,0.0984,False
AUS,Onslow,AUS0000411,3.6,-21.6582,115.099,Gas,,,0.0298,False
FRA,Damazan,WRI1025307,1.90716,44.2889,0.2751,Solar,,,0.1935,False
MMR,Baluchaung BHP (1),WRI1061350,28.0,19.57,97.316,Hydro,1992.0,,0.1158,False
FRA,La Neuville-Bosmont,WRI1024224,12.0,49.7149,3.8333,Wind,,,0.1904,False
PHL,NAC DPP,WRI1030490,,9.7189,125.5081,Oil,2017.0,MISSING_CAPACITY,0.0656,False
FRA,La Salvetat-Peyralès,WRI1025362,1.72735,44.2211,2.1966,Solar,,,0.1933,False
FRA,Aragnouet,WRI1024461,10.255,42.7845,0.1782,Hydro,,,0.1938,False
IND,GACL Kutch Wind Farm,WRI1026671,,23.0272,69.9494,Wind,,MISSING_CAPACITY,0.1308,False
ESP,P. E. SERRA DO CANDO,WRI1006865,29.23,42.4,-8.4333,Wind,,,0.1746,False
FRA,Distré,WRI1025230,2.21506,47.2232,-0.1236,Solar,,,0.1923,False
IRL,Ballinlough/Ikerrin,WRI1022831,,52.8301,-8.0752,Wind,2006.0,MISSING_CAPACITY,0.1677,False
RUS,Tolmachevskaya HPP-3,WRI1062173,18.4,52.6286,157.4468,Hydro,1997.0,,0.0304,False
BRA,Capão Preto,BRA0027107,4.3,-21.85,-47.7833,Hydro,,,0.1052,False
MEX,Ingenio San Rafael de Pucte,MEX0006688,9.0,18.2782,-88.683,Biomass,,,0.1237,False
MEX,Ingenio Tres Valles,MEX0006691,12.0,18.2648,-96.1624,Biomass,,,0.1156,False
IND,Devgarh Wind Farm,WRI1026089,37.5,23.964,74.6215,Wind,,,0.1249,False
USA,Sherburne North Project CSG,USA0061762,5.0,45.4978,-94.1143,Solar,2018.0,,0.1662,False
USA,WyEast Solar,USA0061345,10.0,45.5846,-120.5999,Solar,2018.0,,0.1206,False
USA,American Crystal Sugar Drayton,USA0054213,6.0,48.5932,-97.1761,Coal,1965.0,,0.1549,False
PRT,Seixal 1,WRI1022648,,38.594,-9.1649,Solar,2014.0,MISSING_CAPACITY,0.1718,False
GBR,London Southend Airport (resubmission),GBR0005946,2.5,51.5755,0.6938,Solar,,,0.1867,False
IND,Vaayu Ashti Wind Farm,WRI1026665,50.4,19.108,74.9885,Wind,,,0.1135,False
VEN,Manuel Piar (Tocoma) Hydroelectric Power Plant Venezuela,WRI1061137,2530.0,7.8997,-63.0322,Hydro,2017.0,,-0.1502,True
CHL,JUNCALITO,CHL0001053,1.0,-32.9011,-70.2697,Hydro,,,0.0286,False
GBR,Sutton Courtney,GBR0000595,6.0,51.6334,-1.2544,Waste,,,0.1899,False
CHN,Urad Houqi C,WKS0070176,,41.584,106.884,Solar,,MISSING_CAPACITY,0.1434,False
USA,Whitney,USA0006414,41.8,31.8694,-97.3667,Hydro,1953.0,,0.1402,False
USA,SPS3 Lea,USA0057738,10.0,32.4697,-103.3233,Solar,2011.0,,0.1496,False
ITA,Torchiarolo,WKS0060200,8.0,40.498,18.019,Solar,,,0.1786,False
URY,PARQUE EÓLICO LOMA ALTA - CENTRAL 1,URY0000858,,-34.2862,-54.0603,Wind,,MISSING_CAPACITY,0.0416,False
DNK,Langelinje,WKS0071876,10.0,54.72,11.289,Solar,,,0.1595,False
USA,Stevenson,USA0000553,30.5,41.3833,-73.1714,Hydro,1923.4590163934429,,0.176,False
CHN,Fujian Pingnan Yuanping Expansion,WRI1072413,16.0,26.8964,119.2193,Hydro,,,0.1182,False
PRT,Nave,WRI1023400,38.0,40.9395,-7.7717,Wind,2007.0,,0.1682,False
GBR,South View Farm,GBR0000037,2.0,54.2703,-0.7586,Biomass,,,0.1716,False
THA,Lam Ta Khong,WRI1000170,1000.0,14.8073,101.5453,Hydro,2002.0,,-0.0188,True
MEX,Villanueva III,WKS0067954,250.0,25.577,-103.034,Solar,,,0.0552,False
ARG,PARQUE EOLICO ARAUCO SAPEM II,ARG0000193,25.2,7.7724,-33.1519,Wind,,OCEAN_COORDS,0.1008,False
USA,NAFTA Region Olefins Complex Cogen Fac,USA0055122,83.2,29.9543,-93.8836,Gas,2001.0,,0.1206,False
VNM,Dak Psi 4,WRI1030848,30.0,14.7684,108.0027,Hydro,2010.0,,0.1042,False
DEU,Nordhausen Solar Power Plant,WRI1030138,3.0,51.489,10.8254,Solar,,,0.1827,False
CAN,Culliton Creek,CAN0008593,15.0,49.8772,-123.1599,Hydro,,,0.0962,False
FRA,Machecoul,WRI1024768,7.12448,46.9908,-1.8243,Solar,,,0.1928,False
CHN,SPIP} J,WKS0070044,20.0,43.046,93.62,Solar,,,0.138,False
USA,Orrville,USA0002935,84.5,40.851,-81.7658,Coal,1965.6745562130177,,0.1549,False
USA,Holliston Solar CSG,USA0060731,1.0,42.1696,-71.4682,Solar,2015.0,,0.1828,False
GBR,Land At Rymes Farm (Phase 1),GBR0004939,6.9,51.9184,-2.3715,Solar,,,0.1893,False
USA,Transalta Centralia Generation,USA0003845,1459.8,46.7559,-122.8598,Coal,1973.0,,-0.1004,True
AUS,Canning Vale,AUS0000330,4.0,-32.0739,115.8914,Waste,,,0.003,False
EGY,BbSP} Vogt/Lekela,WKS0067966,,24.433,32.729,Solar,,MISSING_CAPACITY,0.1316,False
USA,Sullivan County - Adult Care Solar,USA0060817,2.0,41.7966,-74.7081,Solar,2017.0,,0.1896,False
USA,Swan Lake,USA0000070,22.6,55.6152,-131.3561,Hydro,1984.0,,0.0357,False
USA,Covanta Lake County Energy,USA0050629,15.5,28.7402,-81.8892,Waste,1990.0,,0.1441,False
BRA,Arvoredo,BRA0028755,13.0,-27.0667,-52.4833,Hydro,2010.0,,0.0915,False
MEX,Colimilla,MEX0006584,51.2,20.7847,-103.3247,Hydro,,,0.0906,False
JPN,Sera Town,WKS0064539,5.9,34.5938,132.9703,Solar,,,0.1029,False
BRA,Salto do Passo Velho,BRA0002173,1.8,-26.75,-52.4167,Hydro,2001.0,,0.0893,False
USA,Sod Run WTP A,USA0060669,2.0,7.4482,-128.3041,Solar,2016.0,OCEAN_COORDS,0.0486,False
CHN,Baitugang I,WKS0061718,39.4,37.793,106.364,Solar,,,0.1389,False
DEU,Zerbst I,WKS0063284,9.0,51.999,12.136,Solar,,,0.1769,False
USA,Roberds Garden CSG,USA0063480,1.0,44.2995,-93.2391,Solar,2019.0,,0.1745,False
USA,Quichapa 1,USA0061119,3.0,37.6582,-113.2167,Solar,2017.0,,0.1483,False
USA,Philadlephia,USA0010197,3.6,44.1586,-75.7088,Hydro,1986.0,,0.1821,False
ITA,Suvereto,WKS0061420,6.1,43.0508,10.696,Solar,,,0.1921,False
USA,Diablo,USA0006432,182.4,48.7139,-121.1317,Hydro,1936.493421052632,,0.0515,False
POL,Porąbka-Żar,WRI1019048,540.0,49.7809,19.2115,Hydro,1979.0,,0.0448,False
RUS,Kachkanar HPP,WRI1061774,50.0,58.7066,59.5119,Gas,,,0.0654,False
PHL,SACASOL P1,WRI1001948,21.0,10.5158,123.4351,Solar,,,0.0755,False
CHN,Inner Mongolia Wuliji Phase 2 Wind,WRI1072257,50.0,41.2939,106.4002,Wind,,,0.1386,False
CHN,Zhanjiang Coal,WRI1070299,1200.0,21.3102,110.4095,Coal,1995.0,,-0.0277,True
BRA,Engenheiro José Gelásio da Rocha,BRA0028845,24.435,-16.7,-54.76,Hydro,2007.0,,0.0983,False
USA,Geo East Mesa II,USA0054038,21.6,32.7757,-115.2637,Geothermal,1989.0,,0.1379,False
MEX,Falcón,MEX0006580,31.5,26.5584,-99.1694,Hydro,,,0.1222,False
CHN,Inner Mongolia Jinjie Baiyun Phase 1,WRI1071822,49.0,41.6417,109.9389,Wind,,,0.1349,False
GBR,K L Technologies Wind Turbine,GBR0003842,1.5,52.7712,0.3857,Wind,,,0.1816,False
USA,Niles Power Plant,USA0002861,27.0,41.1669,-80.7477,Oil,1972.0,,0.1786,False
USA,City of Havre De Grace C,USA0060668,2.0,39.436,-76.22,Solar,2016.0,,0.1871,False
USA,Griffith,USA0059019,2.0,41.5214,-87.4361,Solar,2013.0,,0.1829,False
BRA,Alcon,BRA0029150,11.2,-18.4533,-39.9358,Biomass,2001.0,,0.1007,False
URY,PARQUE EÓLICO MAGDALENA,URY0000848,17.2,-34.7458,-56.5731,Wind,,,0.0392,False
USA,New Auburn DPC Solar,USA0060936,2.5,45.21,-91.4353,Solar,2018.0,,0.1722,False
USA,Armstrong,USA0055347,688.0,40.638,-79.3517,Gas,2002.0,,0.037,False
BRA,Vetorial Corumbá,BRA0030384,10.0,-19.2211,-57.6195,Biomass,2009.0,,0.103,False
USA,Kern Canyon,USA0007911,9.5,35.4407,-118.7965,Hydro,1921.0,,0.1461,False
IND,RANJANI MILL,WRI1019979,12.5,18.5354,76.245,Biomass,,,0.1229,False
USA,J Lamar Stall Unit,USA0056565,624.0,32.5195,-93.7601,Gas,2010.0,,0.0299,False
CHN,Huaneng Shandong Hekou Phase 3,WRI1071685,49.0,38.0492,118.4642,Wind,,,0.1316,False
GBR,Lains Farm,GBR0001840,5.0,51.1987,-1.6116,Solar,,,0.1903,False
USA,Riverside Energy Resource Center,USA0056143,196.0,33.9636,-117.4528,Gas,2008.4489795918369,,0.0786,False
IND,Kosa Wind Farm,WRI1026086,33.0,23.3183,68.6988,Wind,,,0.1263,False
POL,FF Kolno,WRI1061568,2.0,53.3908,21.9149,Solar,2015.0,,0.1531,False
CHN,Datang Tulufan,WRI1025991,20.0,43.13,89.313,Solar,,,0.1409,False
USA,Wygen 1,USA0055479,90.0,44.2858,-105.3833,Coal,2003.0,,0.1214,False
DEU,Rudolf-Fettweis-Werk 2,WRI1006035,65.0,48.6732,8.3557,Hydro,1926.0,,0.1653,False
DEU,Spremberg,WKS0060320,3.6,51.537,14.389,Solar,,,0.1757,False
CHN,Yulin Yangguang power station,WRI1075784,60.0,38.4008,109.8646,Coal,2003.0,,0.1324,False
CZE,Uherský Brod Solar Power Plant,WRI1029386,10.2,49.0063,17.6584,Solar,,,0.1822,False
CZE,Petrovice Solar Power Plant,WRI1029517,3.3,48.9371,14.685,Solar,,,0.1853,False
FRA,Sainte-Geneviève-sur-Arg,WRI1025141,2.66073,44.7999,2.7431,Solar,,,0.193,False
CAN,Fotolight,CAN0007864,10.0,44.0199,-77.094,Solar,,,0.1806,False
USA,West Point (PA),USA0052149,88.2,40.2205,-75.3016,Gas,1996.810657596372,,0.1524,False
GBR,Albrighton Solar farm,GBR0005506,15.8,52.6395,-2.2507,Solar,,,0.1826,False
IRN,Mess Sarcheshmeh,WRI1008164,154.0,29.2488,57.218,Gas,1977.0,,0.09,False
CHN,Dingbian B,WKS0069989,100.0,37.552,107.68,Solar,,,0.1225,False
BRA,Assis Brasil - TECG,BRA0034375,2.2,-10.9428,-69.5747,Oil,2016.0,,0.0918,False
USA,Pixelle Specialty Solutions LLC - Chillicothe Facility,USA0010244,92.8,12.7222,-22.1807,Biomass,1966.1831896551723,OCEAN_COORDS,0.0869,False
FRA,Huiron,WRI1024778,6.9,48.6925,4.495,Wind,,,0.192,False
FRA,Lectoure,WRI1025335,1.82597,43.9402,0.6506,Solar,,,0.1906,False
USA,Coleto Creek,USA0006178,622.4,28.7128,-97.2142,Coal,1980.0,,0.0121,False
SWE,Juktan Vind,WRI1002154,27.0,65.0959,17.1173,Wind,2014.0,,0.0618,False
RUS,Novomoskovsk SDPS,WRI1003773,233.7,54.0864,38.2375,Gas,1934.0,,0.0672,False
IND,JOJBERA,IND0000160,427.5,22.7554,86.2491,Coal,2000.0,,0.0421,False
NOR,Haukrei,WRI1003197,19.0,59.2048,7.8318,Hydro,,,0.126,False
USA,NIST Solar,USA0062208,4.0,39.127,-77.216,Solar,2019.0,,0.1859,False
BRA,Vale Fertilizantes Uberaba (Antiga Fosfértil - Expansão do Complexo Industrial Uberaba),BRA0027766,24.4,10.0658,-23.7779,Oil,,OCEAN_COORDS,0.1041,False
USA,Pfizer Groton Plant,USA0054236,37.5,41.3315,-72.0786,Gas,1988.2,,0.1714,False
USA,Pilot Butte,USA0000674,1.6,43.219,-108.7877,Hydro,1927.0,,0.1474,False
USA,Tazewell Gas Recovery,USA0050721,2.4000000000000004,40.6817,-89.5167,Waste,1992.3333333333333,,0.1815,False
PRT,Degracias,WRI1023336,20.0,40.0227,-8.5163,Wind,2005.0,,0.1742,False
USA,Bennett Creek Windfarm LLC - Mountain Home,USA0056637,21.0,43.0536,-115.4803,Wind,2008.0,,0.1383,False
CHN,Datang Shentou power station,WRI1070591,2000.0,39.3648,112.5333,Coal,1998.0,,-0.0701,True
USA,Pio Pico Energy Center,USA0057555,395.4,32.5739,-116.9178,Gas,2016.0,,0.0355,False
CHN,Urad Zhongqi D,WKS0070180,,42.014,108.064,Solar,,MISSING_CAPACITY,0.1398,False
PSE,Jericho,WKS0073950,7.6,31.93,35.46,Solar,,,0.1475,False
ITA,Cascina Campagna,WKS0067984,4.5,45.482,8.146,Solar,,,0.188,False
FRA,PIED DE BORNE,WRI1002755,109.4,44.479,3.986,Hydro,,,0.1516,False
BRA,Nova Aurora,BRA0029066,21.0,-18.1428,-48.27,Hydro,2011.0,,0.1061,False
USA,Stetson Wind II,USA0056991,25.5,45.615,-67.971,Wind,2010.0,,0.1509,False
URY,GALOFER,URY0000842,14.0,-33.2505,-54.4018,Biomass,,,0.0507,False
PHL,Kirahon,WKS0061764,12.6,8.556,124.787,Solar,,,0.0591,False
USA,Baldwin City Plant No 1,USA0001262,4.2,38.7745,-95.1867,Oil,1966.857142857143,,0.1777,False
IND,T.B. DAM,IND0000436,36.0,15.2615,76.3379,Hydro,1960.0,,0.1128,False
GBR,Mains of Hatton,GBR0003980,2.4,57.6153,-2.0667,Wind,,,0.1469,False
USA,Walton County Power LLC,USA0055128,494.1,33.8148,-83.6954,Gas,2001.0,,0.0573,False
NOR,Melkoya,WRI1003355,250.0,70.684,23.5929,Gas,,,-0.0094,True
USA,Garzas 2,WRI1026826,5.04,18.0727,-66.7305,Hydro,1941.0,,0.1259,False
VEN,Planta Camejo,WRI1018664,61.0,11.6956,-70.1996,Gas,,,0.0919,False
GBR,Manor Farm (Castle Cary),GBR0002242,1.8,51.0806,-2.5102,Solar,,,0.188,False
ESP,P. E. CASTILFRIO,WRI1023527,24.75,41.9461,-2.2822,Wind,2003.0,,0.1852,False
USA,Johnson 1,USA0002228,21.6,40.6936,-99.8178,Hydro,1941.0,,0.165,False
USA,Spartanburg Water System,USA0054675,4.3,35.1103,-81.9675,Oil,1992.0,,0.1769,False
GBR,Westover Farm - resubmission,GBR0002090,7.0,51.1621,-1.5062,Solar,,,0.1897,False
USA,Putnam (MI),USA0001739,13.5,42.7108,-83.4561,Oil,1971.0,,0.1814,False
BRA,Segredo,BRA0028822,26.118,-13.2295,-59.0317,Hydro,2013.0,,0.0928,False
USA,Buffalo Gap Wind Farm,USA0056240,120.6,32.3116,-100.0616,Wind,2006.0,,0.1148,False
CHL,Arica I p3,WKS0067763,,-18.495,-70.12,Solar,,MISSING_CAPACITY,0.0866,False
USA,Bison 3 Wind Energy Center,USA0057801,105.0,46.98,-101.5547,Wind,2013.0,,0.1191,False
USA,Princeton Wind Farm,USA0007501,3.0,42.4789,-71.9,Wind,2010.0,,0.1869,False
RUS,Izhevsk CHP Plant-1,WRI1061743,290.0,56.8454,53.1783,Gas,1934.0,,0.0201,False
USA,Phoenix Solar South Farms LLC Solar Farm,USA0062735,4.7,40.0817,-88.2445,Solar,2016.0,,0.1776,False
USA,Bloomington Power Plant,USA0007767,10.2,9.3191,-137.4718,Oil,1999.0,OCEAN_COORDS,0.0356,False
RUS,Yushkozerskaya HPP,WRI1061645,18.0,64.83,32.0083,Hydro,1980.0,,0.0631,False
USA,Cambridge CT,USA0002038,194.2,45.601,-93.2081,Gas,2003.266735324408,,0.1034,False
AUS,Collie A,AUS0000208,340.0,-33.3422,116.2612,Coal,,,-0.0686,True
USA,Alpine Solar,USA0057295,66.0,34.7892,-118.5047,Solar,2013.0,,0.1221,False
USA,Tart Farm,USA0059583,5.0,6.6077,-120.8374,Solar,2016.0,OCEAN_COORDS,0.0627,False
GBR,Cairnmore Solar Park (extension),GBR0005945,,13.4069,-33.6322,Solar,,OCEAN_COORDS|MISSING_CAPACITY,0.1181,False
USA,Three Bridge,USA0062540,2.0,34.6705,-79.2001,Solar,2019.0,,0.1777,False
IDN,Riam Kanan/pangeran Muhamad Nur,WRI1001004,30.0,-3.5156,115.0074,Hydro,,,0.0526,False
GBR,British Sugar - Bury,GBR0004877,5.0,52.2543,0.727,Biomass,,,0.1885,False
PER,Huanchor,WRI1022079,20.0,-11.7812,-76.308,Hydro,2002.0,,0.0855,False
USA,Paragould Reciprocating,USA0008015,19.200000000000003,36.0242,-90.5094,Gas,2001.0,,0.1711,False
USA,Palmer,USA0062135,3.5,42.2038,-72.3254,Solar,2019.0,,0.1867,False
USA,L V Sutton Combined Cycle,USA0058697,851.0,34.2831,-77.9853,Gas,2013.5687426556992,,0.0087,False
GBR,Hafoty Ucha '2' and '3' Wind Turbine,GBR0002568,2.6,52.9962,-3.5883,Wind,,,0.1823,False
BRA,Arrudas,BRA0030224,2.4,-19.8953,-43.8783,Waste,,,0.1022,False
USA,Crawfordsville Power Plant,USA0001024,24.9,-10.0587,83.3538,Coal,1961.313253012048,OCEAN_COORDS,0.0699,False
DEU,Dormagen,WRI1005636,586.3,51.0791,6.8287,Gas,2000.0,,0.0446,False
FRA,Soucia,WRI1025073,3.3153,46.5398,5.7583,Solar,,,0.1895,False
IDN,Darajat 1,WRI1000750,55.0,-7.2173,107.7394,Geothermal,,,0.0423,False
GBR,Kings Barn Farm - Energy Barn,GBR2001162,,50.8898,-0.3172,Storage,,MISSING_CAPACITY,0.1891,False
CHN,Baicheng Linhai,WKS0068056,12.0,45.445,122.778,Solar,,,0.1124,False
GBR,Welbeck Colliery,GBR0002283,9.6,53.2239,-1.1377,Solar,,,0.1782,False
CHN,Yuyao Gas,WRI1029837,780.0,30.07,121.1,Gas,,,0.0069,False
IND,Mahoba Adani,WKS0066923,50.0,25.305,79.81,Solar,,,0.1197,False
IND,IND BARATH TPP,IND0000153,350.0,21.658,83.92,Coal,2016.0,,0.0451,False
AUS,Munmorah,AUS0000282,600.0,-33.2117,151.5418,Coal,,,-0.1241,True
USA,Covanta Bristol Energy,USA0050648,16.3,41.6492,-72.9153,Waste,1988.0,,0.1845,False
USA,265 Pleasant Solar NG  LLC,USA0059485,2.2,42.5814,-71.7622,Solar,2014.0,,0.187,False
USA,Jasper,USA0055927,,32.3594,-81.1242,Gas,2004.0,MISSING_CAPACITY,0.1651,False
GBR,South Humber Bank,GBR1000074,1310.0,53.6008,-0.1446,Gas,,,-0.0487,True
FRA,Espeyrac,WRI1025300,1.95,44.6192,2.5196,Hydro,,,0.1921,False
BRA,Rio Prata,BRA0027274,2.135,-13.6533,-59.8878,Hydro,1994.0,,0.0988,False
CHN,Yichuan A,WKS0070017,30.0,17.6665,-24.9069,Solar,,OCEAN_COORDS,0.1179,False
BRA,Boca do Córrego,BRA0030697,24.3,-3.0984,-39.6663,Wind,2014.0,,0.1067,False
PRT,Cabeço da Rainha,WRI1023308,,39.8555,-7.9142,Wind,2000.0,MISSING_CAPACITY,0.1765,False
FRA,La Rochelle-Normande,WRI1025294,1.98698,48.7632,-1.4354,Solar,,,0.1929,False
CHL,PANGUE,CHL0001090,467.0,-37.9099,-71.6087,Hydro,,,-0.0779,True
USA,Port Washington Generating Station,USA0004040,1208.8000000000002,43.3842,-87.8689,Gas,2006.5,,-0.0351,True
FRA,Amanvillers,WRI1025738,1.06,49.1599,6.0462,Biomass,,,0.1903,False
USA,Harmon DC Totowa NJ,USA0058095,1.5,40.9039,-74.2478,Solar,2012.0,,0.1879,False
IND,Sujangadh,WKS0061629,25.0,22.7257,71.4364,Solar,,,0.127,False
BRA,Bons Ventos,BRA0028887,50.0,-4.4472,-37.7596,Wind,2010.0,,0.0912,False
ESP,C.H. ARNOYA,WRI1006277,10.0,42.8878,-8.9567,Hydro,2005.0,,0.1815,False
ARG,NUEVA ESPERANZA,ARG0000323,3.38,-26.2072,-64.2477,Oil,,,0.0803,False
USA,Pilgrim Stage Wind Park,USA0056440,,42.7975,-114.9986,Wind,2011.0,MISSING_CAPACITY,0.1399,False
BRA,AMBEV - João Pessoa,BRA0030050,1.35,-7.111,-34.8536,Oil,,,0.0964,False
BRA,Parque Eólico dos Índios 2,BRA0030734,29.9,-30.0194,-50.3362,Wind,2014.0,,0.0543,False
BRA,EnergyWorks Corn Products Balsa,BRA0028077,9.199,-25.58,-49.6265,Gas,2002.0,,0.0935,False
IDN,PLTGU Belawan – Sicanang,WRI1000871,817.0,3.7715,98.6687,Gas,,,-0.0302,True
FRA,Villesèque-des-Corbières,WRI1023944,55.31,43.0193,2.8696,Wind,,,0.1711,False
SWE,Gideabacka,WRI1002055,14.0,-26.9073,85.4529,Hydro,1995.0,OCEAN_COORDS,0.0444,False
MWI,Nkula,WRI1023104,124.0,-15.558,34.787,Hydro,,,0.0227,False
CHN,Inner Mongolia Saiwusu I Wind,WRI1071225,49.0,41.5356,106.9533,Wind,,,0.1395,False
KOR,Bundang,WRI1000190,,37.3642,127.1482,Gas,,MISSING_CAPACITY,0.1189,False
ARG,MAR DEL PLATA (9 DE JULIO),ARG0000007,201.3,-38.0495,-57.546,Gas,,,-0.0371,True
CHE,Ritom,WRI1004462,44.0,46.5136,8.6783,Hydro,1920.0,,0.1727,False
CHN,Jia Aigedan A,WKS0069268,45.0,40.297,110.956,Solar,,,0.1339,False
FRA,Fort-de-France,WRI1024769,7.10742,14.6409,-61.0692,Solar,,,0.1164,False
USA,Bartletts Ferry,USA0000702,173.0,32.662,-85.0916,Hydro,1966.271676300578,,0.1141,False
FRA,Baie-Mahault,WRI1024102,16.98945,16.2516,-61.5922,Solar,,,0.1192,False
BRA,Nova Moreno,BRA0029645,15.504,-20.8238,-49.7558,Biomass,,,0.1034,False
CHN,Ejin A,WKS0070287,40.0,41.871,100.951,Solar,,,0.1358,False
GBR,The Stables,GBR0001510,1.8,52.5766,-1.4068,Solar,,,0.1841,False
FRA,Pontenx-les-Forges,WRI1025166,2.5,44.255,-1.0878,Biomass,,,0.1948,False
BRA,Taíba Andorinha,BRA0030373,14.7,-3.5283,-38.8985,Wind,2014.0,,0.111,False
BRA,Santo Antônio,BRA0029053,3.0,-28.4551,-49.5984,Wind,2011.0,,0.0791,False
USA,Hardison Farm Solar  LLC,USA0060415,,35.8308,-77.0219,Solar,2016.0,MISSING_CAPACITY,0.1784,False
BRA,Chaminé,BRA0000753,18.0,-25.8153,-49.0606,Hydro,1930.0,,0.0923,False
FRA,La Bastide-du-Salat,WRI1025576,1.24,43.0609,0.9998,Hydro,,,0.1906,False
USA,GSPP Held LLC CSG,USA0062829,3.0,45.5268,-94.2847,Solar,2019.0,,0.1669,False
USA,Chatham,USA0058254,7.300000000000001,42.9344,-85.3475,Gas,2014.9726027397255,,0.1807,False
CHN,Nangang CT,WKS0064698,6.1,31.8628,117.0923,Solar,,,0.1341,False
FRA,Lons,WRI1024956,4.51518,43.3212,-0.4018,Solar,,,0.1951,False
FRA,Nohic,WRI1024951,4.55335,43.8884,1.4385,Solar,,,0.1935,False
GBR,Wind Farm Africa Alive,GBR0002988,4.1,52.4148,1.7028,Wind,,,0.1875,False
FRA,Saint-Laurent-du-Maroni,WRI1025167,2.49572,4.9463,-53.978,Solar,,,0.1037,False
CHN,Manwan,WRI1000477,1605.0,24.62,100.45,Hydro,1995.0,,-0.0631,True
ITA,LANZADA,WRI1002902,188.0,46.2693,9.8692,Hydro,,,0.1207,False
USA,Whispering Willow Wind Farm - East,USA0056355,199.7,42.6305,-93.2064,Wind,2010.0,,0.1125,False
IND,Sircilla Acme,WKS0067117,30.0,18.302,78.892,Solar,,,0.1149,False
USA,SDM000 Clarkson Fuel Cell,USA0063647,1.8,40.6551,-73.9441,Gas,2018.0,,0.1864,False
GBR,Slough,GBR1000439,35.0,51.5095,-0.5954,Cogeneration,,,0.1751,False
USA,Stampede,USA0007066,3.6,39.4704,-120.1046,Hydro,1988.0,,0.1422,False
USA,Galesville Project,USA0050938,1.6,42.8489,-123.1778,Hydro,1987.0,,0.1258,False
USA,Woodland,USA0007266,199.00000000000003,37.6526,-121.0204,Gas,2002.4934673366836,,0.0744,False
BRA,Santa Adélia,BRA0028186,1.0,-23.244,-47.7685,Hydro,2006.0,,0.0962,False
FRA,Jouy-aux-Arches,WRI1025014,4.0,49.0644,6.0867,Hydro,,,0.1925,False
FRA,Euvy,WRI1023982,,48.7251,3.9935,Wind,,MISSING_CAPACITY,0.1899,False
BRA,São José,BRA0028922,50.0,-3.0543,-59.9404,Oil,2008.0,,0.0871,False
CHN,Maanshan - Masteel Coal,WRI1070765,525.0,31.7328,118.4892,Coal,,,0.0375,False
NOR,Fausa,WRI1003120,8.0,62.3575,6.8948,Hydro,,,0.0998,False
TUR,EÜAS Ambarlı FO Sant. Istanbul,WRI1018692,,40.9787,28.6993,Oil,,MISSING_CAPACITY,0.1732,False
CHN,Jianggang G,WKS0066833,12.0,32.642,120.959,Solar,,,0.1256,False
CAN,Sundance,CAN0002088,2141.0,53.5075,-114.5569,Coal,,,-0.1386,True
CHN,Sichuan Province Yingxiongpo,WRI1072110,56.0,27.465,102.5931,Hydro,,,0.1147,False
FRA,Chatuzange-le-Goubet,WRI1025764,1.02274,45.0113,5.0967,Solar,,,0.1885,False
DZA,Reggane,WKS0068907,5.0,26.768,0.137,Solar,,,0.1457,False
